DisNo.,Year,ISO,Country,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2004-0352-JPN,2004,JPN,Japan,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,Eastern Asia,Asia,Tokyo city (Tookyoo province),,,No,No,No,,39.5,°C,,,,2004,7.0,,2004,8.0,,10.0,300.0,,,300.0,,,,,,,61.98958593,"[{""adm1_code"":1690,""adm1_name"":""Tookyoo""}]",2004-08-11,2023-09-25
2004-0428-JPN,2004,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Megi (Lawin/18W),Eastern Asia,Asia,"Kagawa, Ehime, Hyoogo, Kooti provinces",,,No,No,No,,126.0,Kph,,,,2004,8.0,17.0,2004,8.0,20.0,11.0,,8502.0,,8502.0,,,,,500000.0,806587.0,61.98958593,"[{""adm1_code"":1654,""adm1_name"":""Ehime""},{""adm1_code"":1662,""adm1_name"":""Hyoogo""},{""adm1_code"":1666,""adm1_name"":""Kagawa""},{""adm1_code"":1669,""adm1_name"":""Kooti""}]",2004-08-24,2023-09-25
2004-0435-JPN,2004,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Aere (Marce/20W),Eastern Asia,Asia,"Kasarityoo, Nazesi, Setootityoo, Sumiyooson, Tatugootyoo, Ukenson, Yamatoson districts (Kagosima province), Okinawa province",,,No,No,No,,,Kph,,,,2004,8.0,23.0,2004,8.0,23.0,2.0,2.0,,,2.0,,,,,500.0,807.0,61.98958593,"[{""adm1_code"":1681,""adm1_name"":""Okinawa""},{""adm2_code"":34737,""adm2_name"":""Kasarityoo""},{""adm2_code"":34765,""adm2_name"":""Nazesi""},{""adm2_code"":34779,""adm2_name"":""Setootityoo""},{""adm2_code"":34783,""adm2_name"":""Sumiyooson""},{""adm2_code"":34788,""adm2_name"":""Tatugootyoo""},{""adm2_code"":34795,""adm2_name"":""Ukenson""},{""adm2_code"":34800,""adm2_name"":""Yamatoson""}]",2004-08-24,2023-09-25
2004-0445-JPN,2004,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Chaba,Eastern Asia,Asia,"Oosaka, Hyoogo, Okayama, Ehime, Kagawa, Miyazaki, Kagosima provinces",,Flood,No,No,No,,126.0,Kph,,,,2004,8.0,30.0,2004,8.0,31.0,14.0,50.0,180000.0,,180050.0,,,1200000.0,1935809.0,2000000.0,3226348.0,61.98958593,"[{""adm1_code"":1654,""adm1_name"":""Ehime""},{""adm1_code"":1662,""adm1_name"":""Hyoogo""},{""adm1_code"":1666,""adm1_name"":""Kagawa""},{""adm1_code"":1667,""adm1_name"":""Kagosima""},{""adm1_code"":1674,""adm1_name"":""Miyazaki""},{""adm1_code"":1680,""adm1_name"":""Okayama""},{""adm1_code"":1682,""adm1_name"":""Oosaka""}]",2007-02-23,2023-09-25
2004-0459-JPN,2004,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Songda (Nina/22W),Eastern Asia,Asia,"Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces",,Transport accident,No,No,No,,230.0,Kph,,,,2004,9.0,3.0,2004,9.0,4.0,41.0,900.0,40000.0,,40900.0,,,4700000.0,7581919.0,9000000.0,14518568.0,61.98958593,"[{""adm1_code"":1656,""adm1_name"":""Hukuoka""},{""adm1_code"":1667,""adm1_name"":""Kagosima""},{""adm1_code"":1670,""adm1_name"":""Kumamoto""},{""adm1_code"":1674,""adm1_name"":""Miyazaki""},{""adm1_code"":1676,""adm1_name"":""Nagasaki""},{""adm1_code"":1679,""adm1_name"":""Ooita""},{""adm1_code"":1683,""adm1_name"":""Saga""}]",2007-02-23,2023-09-25
2004-0492-JPN,2004,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Meari (Quinta/25W),Eastern Asia,Asia,"Niihama, Saizyoosi districts (Ehime province), Miyagawamura district (Mie province)",,"Rain|Slide (land, mud, snow, rock)",No,No,No,,220.0,Kph,,,,2004,9.0,23.0,2004,9.0,25.0,25.0,89.0,10000.0,,10089.0,,,,,740000.0,1193749.0,61.98958593,"[{""adm2_code"":33647,""adm2_name"":""Niihamasi""},{""adm2_code"":33655,""adm2_name"":""Saizyoosi""},{""adm2_code"":35105,""adm2_name"":""Miyagawamura""}]",2006-05-05,2023-09-25
2004-0511-JPN,2004,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Ma-on (Rolly/26W),Eastern Asia,Asia,"Tookyoo, Sizuoka, Aiti provinces",,Flood,No,No,No,,260.0,Kph,,,,2004,10.0,3.0,2004,10.0,8.0,11.0,44.0,5904.0,,5948.0,,,241000.0,388775.0,603000.0,972744.0,61.98958593,"[{""adm1_code"":1651,""adm1_name"":""Aiti""},{""adm1_code"":1687,""adm1_name"":""Sizuoka""},{""adm1_code"":1690,""adm1_name"":""Tookyoo""}]",2006-05-12,2023-09-25
2004-0524-JPN,2004,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tokage (Siony/27W),Eastern Asia,Asia,"Ibaraki, Kanagawa, Nagano, Toyama, Kyooto, Okayama, Tokusima, Ehime, Kagawa, Saga, Miyazaki, Okinawa provinces",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,230.0,Kph,,,,2004,10.0,15.0,2004,10.0,19.0,89.0,342.0,84450.0,,84792.0,,,1100000.0,1774492.0,2300000.0,3710301.0,61.98958593,"[{""adm1_code"":1654,""adm1_name"":""Ehime""},{""adm1_code"":1663,""adm1_name"":""Ibaraki""},{""adm1_code"":1666,""adm1_name"":""Kagawa""},{""adm1_code"":1668,""adm1_name"":""Kanagawa""},{""adm1_code"":1671,""adm1_name"":""Kyooto""},{""adm1_code"":1674,""adm1_name"":""Miyazaki""},{""adm1_code"":1675,""adm1_name"":""Nagano""},{""adm1_code"":1680,""adm1_name"":""Okayama""},{""adm1_code"":1681,""adm1_name"":""Okinawa""},{""adm1_code"":1683,""adm1_name"":""Saga""},{""adm1_code"":1689,""adm1_name"":""Tokusima""},{""adm1_code"":1692,""adm1_name"":""Toyama""}]",2006-05-12,2023-09-25
2004-0532-JPN,2004,JPN,Japan,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000d6vk,,Eastern Asia,Asia,"Odiyasi, Nagaokasi, Tookamatisi districts (Niigata province) ",,"Fire|Slide (land, mud, snow, rock)",Yes,No,No,49.0,6.6,Moment Magnitude,37.226,138.779,,2004,10.0,23.0,2004,10.0,23.0,40.0,3183.0,59000.0,,62183.0,,,760000.0,1226012.0,28000000.0,45168877.0,61.98958593,"[{""adm1_code"":1690,""adm1_name"":""Tookyoo""},{""adm2_code"":35546,""adm2_name"":""Nagaokasi""},{""adm2_code"":35558,""adm2_name"":""Odiyasi""},{""adm2_code"":35583,""adm2_name"":""Tookamatisi""}]",2011-04-27,2023-09-25
2004-0563-JPN,2004,JPN,Japan,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,Eastern Asia,Asia,Sizuoka province,Heavy rains,,No,No,No,,,Km2,,,,2004,11.0,11.0,2004,11.0,12.0,1.0,,2290.0,,2290.0,,,,,,,61.98958593,"[{""adm1_code"":1687,""adm1_name"":""Sizuoka""}]",2004-11-15,2023-09-25
2005-0129-JPN,2005,JPN,Japan,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000djku,,Eastern Asia,Asia,Hukuoka province,,"Slide (land, mud, snow, rock)",No,No,No,,6.6,Moment Magnitude,33.807,130.131,,2005,3.0,20.0,2005,3.0,20.0,1.0,735.0,2800.0,,3535.0,,,120000.0,187229.0,400000.0,624096.0,64.09274026,"[{""adm1_code"":1656,""adm1_name"":""Hukuoka""}]",2011-04-27,2023-09-25
2005-0211-JPN,2005,JPN,Japan,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000dnsk,,Eastern Asia,Asia,"Hukuoka, Saga provinces",,"Slide (land, mud, snow, rock)",No,No,No,,5.5,Moment Magnitude,33.637,130.179,,2005,4.0,19.0,2005,4.0,19.0,,58.0,837.0,,895.0,,,,,,,64.09274026,"[{""adm1_code"":1656,""adm1_name"":""Hukuoka""},{""adm1_code"":1683,""adm1_name"":""Saga""}]",2005-05-03,2023-09-25
2005-0216-JPN,2005,JPN,Japan,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,Eastern Asia,Asia,"Amagasaki (near Osaka, Hyogo province)",,,No,No,No,,,,,,,2005,4.0,25.0,2005,4.0,25.0,107.0,460.0,,,460.0,,,,,,,64.09274026,,2005-04-25,2023-09-25
2005-0394-JPN,2005,JPN,Japan,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,Eastern Asia,Asia,Niigata province,Heavy rains,,No,No,No,,,Km2,,,,2005,6.0,28.0,2005,6.0,28.0,,,900.0,,900.0,,,,,,,64.09274026,"[{""adm1_code"":1678,""adm1_name"":""Niigata""}]",2005-07-25,2023-09-25
2005-0464-JPN,2005,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Mawar,Eastern Asia,Asia,"Nagano, Sizuoka provinces",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,108.0,Kph,,,,2005,8.0,25.0,2005,8.0,26.0,3.0,4.0,90.0,,94.0,,,,,,,64.09274026,"[{""adm1_code"":1675,""adm1_name"":""Nagano""},{""adm1_code"":1687,""adm1_name"":""Sizuoka""}]",2005-09-15,2023-09-25
2005-0497-JPN,2005,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Nabi (Jolina/14W),Eastern Asia,Asia,"Okinawa, Ehime, Kagawa, Kooti, Tokusima, Tookyoo provinces",,"Rain|Slide (land, mud, snow, rock)",No,No,No,,144.0,Kph,,,,2005,9.0,2.0,2005,9.0,4.0,32.0,140.0,270000.0,,270140.0,,,550000.0,858132.0,1000000.0,1560239.0,64.09274026,"[{""adm1_code"":1654,""adm1_name"":""Ehime""},{""adm1_code"":1666,""adm1_name"":""Kagawa""},{""adm1_code"":1669,""adm1_name"":""Kooti""},{""adm1_code"":1681,""adm1_name"":""Okinawa""},{""adm1_code"":1689,""adm1_name"":""Tokusima""},{""adm1_code"":1690,""adm1_name"":""Tookyoo""}]",2006-05-04,2023-09-25
2005-0723-JPN,2005,JPN,Japan,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,Eastern Asia,Asia,"Niigata, Iwate, Hirosima, Tottori provinces",,"Avalanche (Snow, Debris)|Cold wave",No,No,No,,,Kph,,,,2005,12.0,9.0,2006,1.0,5.0,100.0,1010.0,1800.0,,2810.0,,,,,33000.0,51488.0,64.09274026,"[{""adm1_code"":1660,""adm1_name"":""Hirosima""},{""adm1_code"":1665,""adm1_name"":""Iwate""},{""adm1_code"":1678,""adm1_name"":""Niigata""},{""adm1_code"":1691,""adm1_name"":""Tottori""}]",2007-02-22,2023-09-25
2006-0378-JPN,2006,JPN,Japan,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,Eastern Asia,Asia,"Matumotosi, Okayasi, Minowamati districts (Nagano province), Izumosi district (Simane province), Aminotyoo, Kumihamatyoo, Oomiyatyoo, Tangotyoo, Yasakatyoo districts (Kyooto province), Tateyamamati district (Toyama province)",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,47890.0,Km2,35.34,136.22,Tenryu river,2006,6.0,19.0,2006,7.0,20.0,34.0,32.0,6200.0,,6232.0,,,,,,,66.16033056,"[{""adm2_code"":35011,""adm2_name"":""Aminotyoo""},{""adm2_code"":35024,""adm2_name"":""Kumihamatyoo""},{""adm2_code"":35047,""adm2_name"":""Oomiyatyoo""},{""adm2_code"":35053,""adm2_name"":""Tangotyoo""},{""adm2_code"":35061,""adm2_name"":""Yasakatyoo""},{""adm2_code"":35295,""adm2_name"":""Matumotosi""},{""adm2_code"":35300,""adm2_name"":""Minowamati""},{""adm2_code"":35319,""adm2_name"":""Okayasi""},{""adm2_code"":36066,""adm2_name"":""Izumosi""},{""adm2_code"":36409,""adm2_name"":""Tateyamamati""}]",2007-01-06,2023-09-25
2006-0390-JPN,2006,JPN,Japan,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,Eastern Asia,Asia,"Akunesi district (Kagoshima province), Minamatasi district (Kumamoto province)",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,6130.0,Km2,31.54,130.99,Minimata river,2006,7.0,22.0,2006,7.0,26.0,8.0,,4300.0,,4300.0,,,,,,,66.16033056,"[{""adm2_code"":34711,""adm2_name"":""Akunesi""},{""adm2_code"":34956,""adm2_name"":""Minamatasi""}]",2007-01-06,2023-09-25
2006-0504-JPN,2006,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Shanshan (13),Eastern Asia,Asia,"Nagasaki, Hukuoka, Miyazaki, Okinawa, Hirosima, Okayama, Simane, Tottori, Yamaguti provinces",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2006,9.0,15.0,2006,9.0,20.0,10.0,448.0,12000.0,,12448.0,,,1020000.0,1541709.0,2500000.0,3778699.0,66.16033056,"[{""adm1_code"":1656,""adm1_name"":""Hukuoka""},{""adm1_code"":1660,""adm1_name"":""Hirosima""},{""adm1_code"":1674,""adm1_name"":""Miyazaki""},{""adm1_code"":1676,""adm1_name"":""Nagasaki""},{""adm1_code"":1680,""adm1_name"":""Okayama""},{""adm1_code"":1681,""adm1_name"":""Okinawa""},{""adm1_code"":1686,""adm1_name"":""Simane""},{""adm1_code"":1691,""adm1_name"":""Tottori""},{""adm1_code"":1696,""adm1_name"":""Yamaguti""}]",2007-03-15,2023-09-25
2006-0542-JPN,2006,JPN,Japan,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Cargo ""Giant Step""",Eastern Asia,Asia,"Near Kashima, Ibaraki, Miyagi, Iwate",Bad weather,,No,No,No,,,,,,,2006,10.0,7.0,2006,10.0,8.0,10.0,,17.0,,17.0,,,,,,,66.16033056,,2007-03-15,2023-09-25
2006-0616-JPN,2006,JPN,Japan,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,Eastern Asia,Asia,Hokkaidoo province,,,No,No,No,,,Kph,,,,2006,11.0,,2006,11.0,,9.0,21.0,87.0,99.0,207.0,,,,,,,66.16033056,"[{""adm1_code"":1661,""adm1_name"":""Hokkaidoo""}]",2006-11-26,2023-09-25
2006-0742-JPN,2006,JPN,Japan,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,Eastern Asia,Asia,"Aiti, Aomori, Gifu, Gunma, Hukui, Ibaraki, Isikawa, Kanagawa, Nagano, Niigata, Saitama, Sizuoka, Tiba, Tookyoo, Totigi, Toyama, Yamanasi provinces",,Cold wave,No,No,No,,,Kph,,,,2006,1.0,21.0,2006,1.0,24.0,1.0,246.0,,,246.0,,,25000.0,37787.0,,,66.16033056,"[{""adm1_code"":1651,""adm1_name"":""Aiti""},{""adm1_code"":1653,""adm1_name"":""Aomori""},{""adm1_code"":1655,""adm1_name"":""Hukui""},{""adm1_code"":1658,""adm1_name"":""Gifu""},{""adm1_code"":1659,""adm1_name"":""Gunma""},{""adm1_code"":1663,""adm1_name"":""Ibaraki""},{""adm1_code"":1664,""adm1_name"":""Isikawa""},{""adm1_code"":1668,""adm1_name"":""Kanagawa""},{""adm1_code"":1675,""adm1_name"":""Nagano""},{""adm1_code"":1678,""adm1_name"":""Niigata""},{""adm1_code"":1684,""adm1_name"":""Saitama""},{""adm1_code"":1687,""adm1_name"":""Sizuoka""},{""adm1_code"":1688,""adm1_name"":""Totigi""},{""adm1_code"":1690,""adm1_name"":""Tookyoo""},{""adm1_code"":1692,""adm1_name"":""Toyama""},{""adm1_code"":1693,""adm1_name"":""Tiba""},{""adm1_code"":1697,""adm1_name"":""Yamanasi""}]",2007-03-18,2023-09-25
2007-0101-JPN,2007,JPN,Japan,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2007-000039|USGS:usp000f7b5,,Eastern Asia,Asia,"Nanao, Wajima districts (Isikawa province), Niigata, Toyama provinces",,"Slide (land, mud, snow, rock)|Tsunami/Tidal wave",No,No,No,,6.7,Moment Magnitude,37.336,136.588,,2007,3.0,25.0,2007,3.0,25.0,1.0,359.0,,40668.0,41027.0,,,22000.0,32330.0,250000.0,367389.0,68.04767383,"[{""adm1_code"":1678,""adm1_name"":""Niigata""},{""adm1_code"":1692,""adm1_name"":""Toyama""},{""adm2_code"":34580,""adm2_name"":""Nanaosi""},{""adm2_code"":34605,""adm2_name"":""Wazimasi""}]",2008-08-04,2023-09-25
2007-0258-JPN,2007,JPN,Japan,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2007-000102|USGS:usp000fg9t,,Eastern Asia,Asia,"Aikawamati, Akadomarimura, Hatanomati, Izumozakimati, Kanaimati, Kariwamura, Kasiwazakisi, Manomati, Nagaokasi, Niigatasi, Odiyasi, Ogimati, Sanzyoosi, Sawatamati, Yosidamati, Zyooetusi districts (Niigata province), Nagano, Toyama provinces",,Fire|Tsunami/Tidal wave,Yes,No,No,,6.6,Moment Magnitude,37.535,138.446,,2007,7.0,16.0,2007,7.0,16.0,9.0,1000.0,13000.0,,14000.0,,,335000.0,492302.0,12500000.0,18369474.0,68.04767383,"[{""adm1_code"":1675,""adm1_name"":""Nagano""},{""adm1_code"":1692,""adm1_name"":""Toyama""},{""adm2_code"":35494,""adm2_name"":""Aikawamati""},{""adm2_code"":35495,""adm2_name"":""Akadomarimura""},{""adm2_code"":35503,""adm2_name"":""Hatanomati""},{""adm2_code"":35510,""adm2_name"":""Izumozakimati""},{""adm2_code"":35516,""adm2_name"":""Kanaimati""},{""adm2_code"":35518,""adm2_name"":""Kariwamura""},{""adm2_code"":35519,""adm2_name"":""Kasiwazakisi""},{""adm2_code"":35534,""adm2_name"":""Manomati""},{""adm2_code"":35546,""adm2_name"":""Nagaokasi""},{""adm2_code"":35553,""adm2_name"":""Niigatasi""},{""adm2_code"":35558,""adm2_name"":""Odiyasi""},{""adm2_code"":35559,""adm2_name"":""Ogimati""},{""adm2_code"":35568,""adm2_name"":""Sanzyoosi""},{""adm2_code"":35570,""adm2_name"":""Sawatamati""},{""adm2_code"":35600,""adm2_name"":""Yosidamati""},{""adm2_code"":35604,""adm2_name"":""Zyooetusi""}]",2014-02-24,2023-09-25
2007-0262-JPN,2007,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2007-000103,Man-Yi,Eastern Asia,Asia,"Okinawa, Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga, Aiti, Ehime, Kagawa, Kooti, Tokusima provinces",,"Rain|Slide (land, mud, snow, rock)",No,No,No,,250.0,Kph,31.69,130.9,,2007,7.0,13.0,2007,7.0,16.0,5.0,12.0,40000.0,,40012.0,,,67000.0,98460.0,60000.0,88173.0,68.04767383,"[{""adm1_code"":1651,""adm1_name"":""Aiti""},{""adm1_code"":1654,""adm1_name"":""Ehime""},{""adm1_code"":1656,""adm1_name"":""Hukuoka""},{""adm1_code"":1666,""adm1_name"":""Kagawa""},{""adm1_code"":1667,""adm1_name"":""Kagosima""},{""adm1_code"":1669,""adm1_name"":""Kooti""},{""adm1_code"":1670,""adm1_name"":""Kumamoto""},{""adm1_code"":1674,""adm1_name"":""Miyazaki""},{""adm1_code"":1676,""adm1_name"":""Nagasaki""},{""adm1_code"":1679,""adm1_name"":""Ooita""},{""adm1_code"":1681,""adm1_name"":""Okinawa""},{""adm1_code"":1683,""adm1_name"":""Saga""},{""adm1_code"":1689,""adm1_name"":""Tokusima""}]",2008-08-04,2023-09-25
2007-0319-JPN,2007,JPN,Japan,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,Eastern Asia,Asia,"Ehime, Hukuoka, Kagawa, Kagosima, Kooti, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga, Tokusima provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,2670.0,Km2,,,,2007,7.0,4.0,2007,7.0,12.0,2.0,,10000.0,,10000.0,,,,,,,68.04767383,"[{""adm1_code"":1654,""adm1_name"":""Ehime""},{""adm1_code"":1656,""adm1_name"":""Hukuoka""},{""adm1_code"":1666,""adm1_name"":""Kagawa""},{""adm1_code"":1667,""adm1_name"":""Kagosima""},{""adm1_code"":1669,""adm1_name"":""Kooti""},{""adm1_code"":1670,""adm1_name"":""Kumamoto""},{""adm1_code"":1674,""adm1_name"":""Miyazaki""},{""adm1_code"":1676,""adm1_name"":""Nagasaki""},{""adm1_code"":1679,""adm1_name"":""Ooita""},{""adm1_code"":1683,""adm1_name"":""Saga""},{""adm1_code"":1689,""adm1_name"":""Tokusima""}]",2007-08-07,2023-09-25
2007-0358-JPN,2007,JPN,Japan,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,Eastern Asia,Asia,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",,,No,No,No,,40.9,°C,,,,2007,8.0,,2007,8.0,17.0,62.0,3000.0,,,3000.0,,,,,,,68.04767383,"[{""adm1_code"":1651,""adm1_name"":""Aiti""},{""adm1_code"":1654,""adm1_name"":""Ehime""},{""adm1_code"":1655,""adm1_name"":""Hukui""},{""adm1_code"":1656,""adm1_name"":""Hukuoka""},{""adm1_code"":1657,""adm1_name"":""Hukusima""},{""adm1_code"":1658,""adm1_name"":""Gifu""},{""adm1_code"":1659,""adm1_name"":""Gunma""},{""adm1_code"":1660,""adm1_name"":""Hirosima""},{""adm1_code"":1662,""adm1_name"":""Hyoogo""},{""adm1_code"":1663,""adm1_name"":""Ibaraki""},{""adm1_code"":1664,""adm1_name"":""Isikawa""},{""adm1_code"":1666,""adm1_name"":""Kagawa""},{""adm1_code"":1667,""adm1_name"":""Kagosima""},{""adm1_code"":1668,""adm1_name"":""Kanagawa""},{""adm1_code"":1669,""adm1_name"":""Kooti""},{""adm1_code"":1670,""adm1_name"":""Kumamoto""},{""adm1_code"":1671,""adm1_name"":""Kyooto""},{""adm1_code"":1672,""adm1_name"":""Mie""},{""adm1_code"":1673,""adm1_name"":""Miyagi""},{""adm1_code"":1674,""adm1_name"":""Miyazaki""},{""adm1_code"":1675,""adm1_name"":""Nagano""},{""adm1_code"":1676,""adm1_name"":""Nagasaki""},{""adm1_code"":1677,""adm1_name"":""Nara""},{""adm1_code"":1678,""adm1_name"":""Niigata""},{""adm1_code"":1679,""adm1_name"":""Ooita""},{""adm1_code"":1680,""adm1_name"":""Okayama""},{""adm1_code"":1681,""adm1_name"":""Okinawa""},{""adm1_code"":1682,""adm1_name"":""Oosaka""},{""adm1_code"":1683,""adm1_name"":""Saga""},{""adm1_code"":1684,""adm1_name"":""Saitama""},{""adm1_code"":1685,""adm1_name"":""Siga""},{""adm1_code"":1686,""adm1_name"":""Simane""},{""adm1_code"":1687,""adm1_name"":""Sizuoka""},{""adm1_code"":1688,""adm1_name"":""Totigi""},{""adm1_code"":1689,""adm1_name"":""Tokusima""},{""adm1_code"":1690,""adm1_name"":""Tookyoo""},{""adm1_code"":1691,""adm1_name"":""Tottori""},{""adm1_code"":1692,""adm1_name"":""Toyama""},{""adm1_code"":1693,""adm1_name"":""Tiba""},{""adm1_code"":1694,""adm1_name"":""Wakayama""},{""adm1_code"":1695,""adm1_name"":""Yamagata""},{""adm1_code"":1696,""adm1_name"":""Yamaguti""},{""adm1_code"":1697,""adm1_name"":""Yamanasi""}]",2007-08-18,2023-09-25
2007-0457-JPN,2007,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2007-000162,Wipha/Goring,Eastern Asia,Asia,"Iwate, Akita provinces",,Flood,No,No,No,,,Kph,38.57,125.83,,2007,9.0,17.0,2007,9.0,25.0,4.0,,,,,,,,,,,68.04767383,"[{""adm1_code"":1652,""adm1_name"":""Akita""},{""adm1_code"":1665,""adm1_name"":""Iwate""}]",2008-08-04,2023-09-25
2007-0479-JPN,2007,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Fitow (9),Eastern Asia,Asia,"Tookyoo, Hokkaidoo, Nagano provinces",,Flood,No,No,No,,140.0,Kph,,,,2007,8.0,28.0,2007,9.0,8.0,4.0,82.0,900.0,,982.0,,,700000.0,1028691.0,1000000.0,1469558.0,68.04767383,"[{""adm1_code"":1661,""adm1_name"":""Hokkaidoo""},{""adm1_code"":1675,""adm1_name"":""Nagano""},{""adm1_code"":1690,""adm1_name"":""Tookyoo""}]",2008-03-11,2023-09-25
2007-0654-JPN,2007,JPN,Japan,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000f9rr,,Eastern Asia,Asia,"Mie, Nara, Siga provinces",,,No,No,No,,5.1,Moment Magnitude,34.807,136.239,,2007,4.0,15.0,2007,4.0,15.0,,12.0,189.0,,201.0,,,,,,,68.04767383,"[{""adm1_code"":1672,""adm1_name"":""Mie""},{""adm1_code"":1677,""adm1_name"":""Nara""},{""adm1_code"":1685,""adm1_name"":""Siga""}]",2008-01-06,2023-09-25
